Transaction Date,Post Date,Description,Category,Type,Amount,Memo,classified_entity,confidence,classification_reason,needs_review,source_file,date_processed,Business_Unit,Justification,From_Entity,To_Entity,Intercompany_Type,Elimination_Required,Elimination_Amount,transaction_id,Currency,Crypto_Amount,USD_Equivalent,Conversion_Note,keywords_action_type,primary_action,keywords_platform,primary_platform,keywords_asset_type,primary_asset,keywords_transaction_nature,primary_transaction,keywords_counterparty,primary_counterparty,Amount_USD
07/29/2025,07/30/2025,Amazon web services,Bills & Utilities,Sale,-2285.95,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979300,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,0c552c5b47d9,USD,,-2285.95,,,,,,,,,,,,2285.95
07/29/2025,07/30/2025,Amazon web services,Bills & Utilities,Sale,-2220.49,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979318,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,dfdafa9f68d8,USD,,-2220.49,,,,,,,,,,,,2220.49
07/29/2025,07/30/2025,MORADO-PLG,Food & Drink,Sale,-21.69,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979335,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,e0b58bbc23be,USD,,-21.69,,,,,,,,,,,,21.69
07/29/2025,07/30/2025,ELEVENLABS.IO,Office & Shipping,Sale,-5.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979353,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,348a5b9f8880,USD,,-5.0,,,,,,,,,,,,5.0
07/29/2025,07/29/2025,Payment Thank You-Mobile,,Payment,7000.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979371,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,79dfbde7efbb,USD,,7000.0,,PAYMENT,PAYMENT,,,,,,,,,7000.0
07/28/2025,07/29/2025,UBER *TRIP HELP.UBER.COM,Travel,Sale,-6.04,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979389,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,c20f2399bfd4,USD,,-6.04,,,,,,,,,,,,6.04
07/28/2025,07/29/2025,IFD*DAKI CD BARUERI LT,Food & Drink,Sale,-12.98,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979408,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,a84ce31d29d3,USD,,-12.98,,,,,,,,,,,,12.98
07/28/2025,07/29/2025,UBER* TRIP,Travel,Sale,-60.0,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979425,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,a279b30dd992,USD,,-60.0,,,,,,,,,,,,60.0
07/28/2025,07/29/2025,JUICE*VCP*PIER*A,Professional Services,Sale,-9.97,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979444,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,af6a0f869350,USD,,-9.97,,,,,,,,,,,,9.97
07/25/2025,07/27/2025,IFD*HAJIME SUSHI LIMAO LT,Food & Drink,Sale,-31.19,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979462,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,8bbf3a64021f,USD,,-31.19,,,,,,,,,,,,31.19
07/25/2025,07/27/2025,UBER * PENDING,Travel,Sale,-3.52,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979481,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,c52f06edc61a,USD,,-3.52,,,,,,,,,,,,3.52
07/25/2025,07/27/2025,UBER* TRIP,Travel,Sale,-3.25,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979498,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,714c0d62a638,USD,,-3.25,,,,,,,,,,,,3.25
07/25/2025,07/27/2025,T34 CORPORATION,Entertainment,Sale,-49.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979517,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,f8ce1ff99401,USD,,-49.0,,,,,,,,,,,,49.0
07/26/2025,07/27/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-6.69,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979536,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,078931da5fe8,USD,,-6.69,,,,,,,,,,,,6.69
07/25/2025,07/27/2025,BALEIA CAFE LTDA,Food & Drink,Sale,-16.24,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979554,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,7560b345f895,USD,,-16.24,,,,,,,,,,,,16.24
07/26/2025,07/27/2025,CALENDLY,Office & Shipping,Sale,-7.78,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979572,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,d610e0b0363f,USD,,-7.78,,,,,,,,,,,,7.78
07/25/2025,07/27/2025,UBER* TRIP,Travel,Sale,-3.74,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979591,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,0722cbd92497,USD,,-3.74,,,,,,,,,,,,3.74
07/23/2025,07/24/2025,UBER* TRIP,Travel,Sale,-3.48,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979608,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,bccd13f33e6b,USD,,-3.48,,,,,,,,,,,,3.48
07/23/2025,07/24/2025,UPWORK * -829750272,Professional Services,Sale,-1636.03,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979626,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,8f328dc38837,USD,,-1636.03,,,,,,,,,,,,1636.03
07/23/2025,07/23/2025,Payment Thank You-Mobile,,Payment,300.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979644,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,b5b55f72b144,USD,,300.0,,PAYMENT,PAYMENT,,,,,,,,,300.0
07/22/2025,07/23/2025,GITHUB  INC.,Professional Services,Sale,-67.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979661,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,24516c8f91d4,USD,,-67.0,,,,,,,,,,,,67.0
07/22/2025,07/23/2025,UPWORK * -829502374,Professional Services,Sale,-2020.4,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979679,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,5859bb825f16,USD,,-2020.4,,,,,,,,,,,,2020.4
07/21/2025,07/23/2025,ASAEL SERVICOS,Travel,Sale,-3.08,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979697,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,7e2f98921b49,USD,,-3.08,,,,,,,,,,,,3.08
07/22/2025,07/22/2025,Payment Thank You-Mobile,,Payment,750.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979714,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,94771cd4a7ca,USD,,750.0,,PAYMENT,PAYMENT,,,,,,,,,750.0
07/21/2025,07/22/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979732,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,d50611cfc37e,USD,,-7.99,,,,,,,,,,,,7.99
07/21/2025,07/22/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-6.49,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979750,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,1dc5825d94aa,USD,,-6.49,,,,,,,,,,,,6.49
07/20/2025,07/21/2025,RevistariaE,Merchandise & Inventory,Sale,-45.82,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979767,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,3c77def21964,USD,,-45.82,,,,,,,,,,,,45.82
07/20/2025,07/21/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-15.31,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979785,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,4209cc31042c,USD,,-15.31,,,,,,,,,,,,15.31
07/20/2025,07/21/2025,IFD*ORGANIZACAO FARMAC,Health & Wellness,Sale,-13.99,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979803,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,510522d80207,USD,,-13.99,,,,,,,,,,,,13.99
07/19/2025,07/20/2025,ESTRELA BEAUTY,Merchandise & Inventory,Sale,-11.97,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979821,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,7c13fb98e7f6,USD,,-11.97,,,,,,,,,,,,11.97
07/18/2025,07/20/2025,MAGIC GAMES,Entertainment,Sale,-4.86,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979839,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,1af5070ef65e,USD,,-4.86,,,,,,,,,,,,4.86
07/19/2025,07/20/2025,SEPHORA CENTERNORTE294,Merchandise & Inventory,Sale,-121.29,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979858,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,192288e31f4f,USD,,-121.29,,,,,,,,,,,,121.29
07/19/2025,07/20/2025,VERCEL INC.,Professional Services,Sale,-60.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979875,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,695cedf7c08c,USD,,-60.0,,,,,,,,,,,,60.0
07/18/2025,07/20/2025,SUPERMERCADO FREGUESIA,Food & Drink,Sale,-7.23,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979894,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,990a0319e53c,USD,,-7.23,,,,MERCADO,MERCADO,,,,,,,7.23
07/19/2025,07/20/2025,BAR &amp; FRUTARIA DOS BRO,Food & Drink,Sale,-23.72,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979915,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,bc076c45d3a3,USD,,-23.72,,,,,,,,,,,,23.72
07/19/2025,07/20/2025,UBER * PENDING,Travel,Sale,-10.31,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979933,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,41afe48e462e,USD,,-10.31,,,,,,,,,,,,10.31
07/18/2025,07/20/2025,FINI TIETE,Food & Drink,Sale,-3.27,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979951,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,35f7afb95478,USD,,-3.27,,,,,,,,,,,,3.27
07/19/2025,07/20/2025,ZARA BRASIL LTDA,Merchandise & Inventory,Sale,-92.94,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979969,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,0b77c556d186,USD,,-92.94,,,,,,,,,,,,92.94
07/19/2025,07/20/2025,GREGORY COMERCIO DE MO,Merchandise & Inventory,Sale,-150.12,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.979988,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,b5edfea748d8,USD,,-150.12,,,,,,,,,,,,150.12
07/18/2025,07/20/2025,PARK PLACE,Travel,Sale,-4.52,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980005,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,b6c158d9ac08,USD,,-4.52,,,,,,,,,,,,4.52
07/18/2025,07/20/2025,SIGHTENGINE,Professional Services,Sale,-340.48,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980023,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,8232e050785d,USD,,-340.48,,,,,,,,,,,,340.48
07/19/2025,07/20/2025,UBER * PENDING,Travel,Sale,-10.49,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980040,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,dcb3c0ca0b51,USD,,-10.49,,,,,,,,,,,,10.49
07/19/2025,07/20/2025,PIZZARIA UNIAO,Food & Drink,Sale,-10.87,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980058,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,8fde52df7b42,USD,,-10.87,,,,,,,,,,,,10.87
07/18/2025,07/20/2025,BOBS TIETE PLAZA,Food & Drink,Sale,-2.33,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980076,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,5495a8fa6e66,USD,,-2.33,,,,,,,,,,,,2.33
07/18/2025,07/20/2025,MOURA CABELEIREIRO,Miscellaneous,Sale,-39.56,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980094,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,dcfc4924f7b3,USD,,-39.56,,,,,,,,,,,,39.56
07/19/2025,07/20/2025,GRILL 150,Food & Drink,Sale,-74.45,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980111,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,25952df7e8a6,USD,,-74.45,,,,,,,,,,,,74.45
07/18/2025,07/20/2025,BOBS TIETE PLAZA,Food & Drink,Sale,-15.66,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980128,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,770d210eb811,USD,,-15.66,,,,,,,,,,,,15.66
07/18/2025,07/18/2025,Payment Thank You-Mobile,,Payment,5000.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980146,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,f7df58fe5802,USD,,5000.0,,PAYMENT,PAYMENT,,,,,,,,,5000.0
07/17/2025,07/18/2025,CCSI EFAX,Bills & Utilities,Sale,-18.95,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980163,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,bfde52dd4eae,USD,,-18.95,,,,,,,,,,,,18.95
07/17/2025,07/18/2025,LOJAO PET,Merchandise & Inventory,Sale,-33.92,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980180,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,514de41563d7,USD,,-33.92,,,,,,,,,,,,33.92
07/17/2025,07/18/2025,UBER* TRIP,Travel,Sale,-3.42,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980197,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,2536324410b5,USD,,-3.42,,,,,,,,,,,,3.42
07/17/2025,07/18/2025,SWIFT FREGUESIA DO O,Food & Drink,Sale,-31.22,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980216,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,e18c605c8f9d,USD,,-31.22,,,,,,,,,,,,31.22
07/17/2025,07/18/2025,LUXALGO,Office & Shipping,Sale,-119.99,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980233,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,c946ab208940,USD,,-119.99,,,,,,,,,,,,119.99
07/16/2025,07/17/2025,IFD*TONY GRILL COMERCI,Food & Drink,Sale,-20.78,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980252,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,566152e25b0f,USD,,-20.78,,,,,,,,,,,,20.78
07/15/2025,07/16/2025,LANCHONETE DO RO LTDA,Food & Drink,Sale,-6.49,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980271,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,8fefaf6cd35b,USD,,-6.49,,,,,,,,,,,,6.49
07/15/2025,07/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-1.07,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980288,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,818075cc55c4,USD,,-1.07,,,,,,,,,,,,1.07
07/15/2025,07/16/2025,UBER* TRIP,Travel,Sale,-5.77,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980307,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,d00088e39b4d,USD,,-5.77,,,,,,,,,,,,5.77
07/15/2025,07/16/2025,VEED LIMITED,Office & Shipping,Sale,-12.45,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980325,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,577f4e7cf78c,USD,,-12.45,,,,,,,,,,,,12.45
07/15/2025,07/16/2025,OPENAI *CHATGPT SUBSCR,Office & Shipping,Sale,-20.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980343,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,7a97070003db,USD,,-20.0,,,,,,,,,,,,20.0
07/16/2025,07/16/2025,UBER* TRIP,Travel,Sale,-5.05,,Delta LLC,1.0,Business travel,False,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980361,Delta LLC,Business travel,Delta LLC,External,External,False,0.0,fc4a7f624cdc,USD,,-5.05,,,,,,,,,,,,5.05
07/15/2025,07/15/2025,Payment Thank You-Mobile,,Payment,300.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980378,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,b5b55f72b144,USD,,300.0,,PAYMENT,PAYMENT,,,,,,,,,300.0
07/13/2025,07/14/2025,KIBON IBIRAPUERA,Food & Drink,Sale,-5.43,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980397,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,175b32b13b63,USD,,-5.43,,,,,,,,,,,,5.43
07/13/2025,07/14/2025,PIZZARIA PETRONIO LTD,Food & Drink,Sale,-20.98,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980415,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,2ab3dd0ae5e0,USD,,-20.98,,,,,,,,,,,,20.98
07/13/2025,07/14/2025,Administradora,Travel,Sale,-4.52,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980433,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,c711a7ff8c72,USD,,-4.52,,,,,,,,,,,,4.52
07/13/2025,07/14/2025,MiltonRafacho,Food & Drink,Sale,-4.88,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980451,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,6129a0c1d1d4,USD,,-4.88,,,,,,,,,,,,4.88
07/11/2025,07/13/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-38.87,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980468,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,bae2bf1423b9,USD,,-38.87,,,,APPLE,APPLE,,,,,,,38.87
07/11/2025,07/13/2025,Payment Thank You-Mobile,,Payment,500.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980486,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,87c2e1f971a1,USD,,500.0,,PAYMENT,PAYMENT,,,,,,,,,500.0
07/12/2025,07/13/2025,ZIG*Oh Fregues,Food & Drink,Sale,-68.39,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980504,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,e3b143fbd212,USD,,-68.39,,,,,,,,,,,,68.39
07/12/2025,07/13/2025,GRAO ESPRESSO DL,Food & Drink,Sale,-4.34,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980522,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,71835b83d1b9,USD,,-4.34,,,,,,,,,,,,4.34
07/12/2025,07/13/2025,BAR &amp; FRUTARIA DOS BRO,Food & Drink,Sale,-16.1,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980540,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,2d8305d6abec,USD,,-16.1,,,,,,,,,,,,16.1
07/11/2025,07/13/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980558,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,79a88459126e,USD,,-12.95,,,,,,,,,,,,12.95
07/12/2025,07/13/2025,GRAO ESPRESSO DL,Food & Drink,Sale,-6.78,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980576,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,5ef23e7ba5aa,USD,,-6.78,,,,,,,,,,,,6.78
07/11/2025,07/13/2025,OXXO RIO VERDE,Food & Drink,Sale,-6.92,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980594,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,9b0df2d514b5,USD,,-6.92,,,,,,,,,,,,6.92
07/11/2025,07/13/2025,FELLOW.APP,Office & Shipping,Sale,-55.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980611,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,9c8075704e73,USD,,-55.0,,,,,,,,,,,,55.0
07/12/2025,07/13/2025,LANCHONETE DO RO LTDA,Food & Drink,Sale,-2.89,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980630,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,72a907b7e554,USD,,-2.89,,,,,,,,,,,,2.89
07/11/2025,07/13/2025,LOOM SUBSCRIPTION,Office & Shipping,Sale,-24.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980648,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,022b4b45f1ad,USD,,-24.0,,,,,,,,,,,,24.0
07/11/2025,07/13/2025,ESCOLA TOKYO,Miscellaneous,Sale,-39.83,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980666,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,85c1099feb82,USD,,-39.83,,,,,,,,,,,,39.83
07/11/2025,07/13/2025,NETFLIX.COM,Bills & Utilities,Sale,-19.83,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980683,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,6ed0c826e3c0,USD,,-19.83,,,,,,,,,,,,19.83
07/12/2025,07/13/2025,Valeriohenrique,Professional Services,Sale,-34.34,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.980701,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,2e20fcc05f16,USD,,-34.34,,,,,,,,,,,,34.34
