Status,Time,Crypto,Network,Deposit Amount,TxID,Progress
Credited Successfully,2025-04-03 14:26:53,USDC,Ethereum(ERC20),2076.887644,0xbf00f35ab99a43b60550aa47b75614d77a60700cd98dbe265c74865439aba131:12,(97/96)
Credited Successfully,2025-04-03 14:08:53,USDC,Ethereum(ERC20),2000,0x7cd978692131a6a71e8b8bac3534c42b1094b2be77d07ef28717077607ca2a09:8,(99/96)
Credited Successfully,2025-04-02 16:06:41,USDC,Ethereum(ERC20),25500,0x51f66b8a6cd4a45ddc77530cf47af1c3d9e4228c49b164877e92ebbb90a074db:10,(96/96)
Credited Successfully,2025-03-27 13:51:43,USDT,Ethereum(ERC20),34,0x8aae42a1ae9822230be059e73888af6a28ad21c9b1e57f661c3f845b4547c33c:0,(97/96)
Credited Successfully,2025-03-27 12:48:54,USDT,Ethereum(ERC20),513,0x7a11f42d482c38ce4b9187da1c4ff7607c0cba6caaea654e02e3cc2cd532707c:0,(98/96)
Credited Successfully,2025-03-25 10:38:29,USDT,Ethereum(ERC20),3116.07,0x776c7650a17907345e6e9c1c78f3f7d40ef7c6ee38753373c29b0834b935cdb4:0,(98/96)
Credited Successfully,2025-03-24 23:06:04,USDT,Ethereum(ERC20),6654.5,0x4aaa8bc90717a5b59ebc4cf26f9874aaa91be0377f2bad33d9faf68aaac2b9f3:0,(98/96)
Credited Successfully,2025-03-24 14:38:03,TAO,Bittensor(TAO),2.36,0x24ad9de27ae0d9a5888d510cc58c87b291f49b623e40894ca3642341107b2f01:000000005199914,(31/30)
Credited Successfully,2025-03-20 12:31:27,TAO,Bittensor(TAO),5.54,0xd76c7534e4319261ebb7f8277712b9c33d91d6bd659703e11a8495780e6e8ccd:000000005170481,(30/30)
Credited Successfully,2025-03-18 12:26:27,TAO,Bittensor(TAO),7.2,0x0de7ca1a228052680e5a979b65e68c8c0f48bd1f9ff1344c2fc36ab726edb85b:000000005156056,(30/30)
Credited Successfully,2025-03-14 12:35:29,USDT,Ethereum(ERC20),42831.35,0x75561f885cb3242130273cf05c387e70c9ede705cf46941148a28ae4a8d8c2b6:0,(97/96)
Credited Successfully,2025-03-14 12:24:53,TAO,Bittensor(TAO),6.16,0xcdb4a53bbde7b7a9e1152553dcf180baefac4c14eadd898663e58ee29bc92dd4:000000005127248,(30/30)
Credited Successfully,2025-03-13 10:08:53,USDC,Ethereum(ERC20),329.2529,0x702794b5f5e6ec0b56e3552e99b27a9926908d06edfd49df5cefa77d8218b570:0,(106/96)
Credited Successfully,2025-03-10 18:58:44,BTC,Bitcoin(BTC),0.00102307,bb3fa2cb19fffd703bcfaeeaa98ce8bbe781b4f1c253dca725c316d5ef4bcb61:13,(3/3)
Credited Successfully,2025-03-10 18:44:59,BTC,Bitcoin(BTC),0.0017518,4e282e62038bf1e7c6b915874df0f8761da33b5ddc27a22ca9d99a0e1f40af2d:0,(3/3)
Credited Successfully,2025-03-10 18:44:58,BTC,Bitcoin(BTC),0.00239819,d647407dd3f8569f175f03f89c99927d0b8271298beb0fc3c0ca3143defbf2bc:0,(3/3)
Credited Successfully,2025-03-10 02:07:28,TAO,Bittensor(TAO),3.82,0xf34c986305f93a3e96970406bb3a9e67922eb4194ebee8acc3cff15f4dd83285:000000005095361,(31/30)
Credited Successfully,2025-03-07 14:49:02,TAO,Bittensor(TAO),2.71,0xebce7defe32725a4858e2779a752ba418b011b48ed1db37759b4bc2fe4f274ac:000000005077569,(30/30)
Credited Successfully,2025-03-06 12:35:40,TAO,Bittensor(TAO),0.45,0x93942729cb14d995dd0c8b7082b85ff2e77f402e437b4f411f5a125d88d9d54b:000000005069702,(30/30)
Credited Successfully,2025-03-05 14:06:27,TAO,Bittensor(TAO),0.44,0xd829212fd89e1319393159c62955021b7e9850ab2245d1b8b6be2c03a66d7c55:000000005062956,(30/30)
Credited Successfully,2025-03-04 13:39:39,TAO,Bittensor(TAO),0.42,0xb2487eed34ab570a970a4db26630244a16201f7962e6d0b3b4ae7508267dd953:000000005055622,(30/30)
Credited Successfully,2025-03-03 12:50:40,TAO,Bittensor(TAO),32.3,0xbb3632a7e948f771c1e8c75a130cec64f0a687cb8d048530bb4d7b749e0b2434:000000005048177,(32/30)
Credited Successfully,2025-02-28 13:35:16,TAO,Bittensor(TAO),4.3,0xdd91860d112810a3bae10c1a5595217157ac4bd097a847efea816bfbb4944241:000000005026800,(30/30)
Credited Successfully,2025-02-27 16:50:05,USDT,Ethereum(ERC20),63100.38,0xce96e1c9174437117b3da00758345baea855ad15f50dbc133db3dcd01e49073d:0,(98/96)
Credited Successfully,2025-02-27 15:34:14,TAO,Bittensor(TAO),10.8,0x462b1a0966d5f1bc97bd36408d266b6bfa87afc01860c64daab85a86e4e0efbb:000000005020195,(30/30)
Credited Successfully,2025-02-26 13:57:39,TAO,Bittensor(TAO),8.1,0xcf5d796370c1d53aaad3b804557edff024d6e14fd9bae33938d19bbc9ef3c142:000000005012512,(30/30)
Credited Successfully,2025-02-25 14:55:15,TAO,Bittensor(TAO),7.16,0xea599a17d05a6190c069fa3560763bfeaa1d2b384cb48ca6b17ffd29b5ff6a6b:000000005005600,(32/30)
Credited Successfully,2025-02-24 02:13:53,TAO,Bittensor(TAO),4.21,0xb225e3059c8ead8043f4f1dd7b05f19c81916ffa3cdfec8b1a869d86ff9bde7d:000000004994598,(31/30)
Credited Successfully,2025-02-21 13:43:40,TAO,Bittensor(TAO),7.23,0x43706e92d81c8c678515aecb55af342dc50cbd9ccbf832e385ab04a2ad3bfe2f:000000004976447,(33/30)
Credited Successfully,2025-02-20 01:22:03,TAO,Bittensor(TAO),10.01,0x820de46a1e1e6a29cabbaf8e2b576bf6cbfae4ae4629212e978bb0f1864b63a6:000000004965539,(30/30)
Credited Successfully,2025-02-17 14:34:52,TAO,Bittensor(TAO),2.57702855,0xa8e4048592d0f33301f61c7c5951f862e2accf54d901a273ca7dc799aec50c93:000000004947903,(30/30)
Credited Successfully,2025-02-17 02:07:17,TAO,Bittensor(TAO),0.04,0x00cfe7d441afaeb3fc6e182770efca1e46b487be018ea5ea5a7dd8c448f20e77:000000004944165,(31/30)
Credited Successfully,2025-02-13 02:07:39,TAO,Bittensor(TAO),0.73,0xb34683adee25b764928b7987cc121b18aa467f87fa06f37905d05f499b84c661:000000004915377,(31/30)
Credited Successfully,2025-02-12 02:26:27,TAO,Bittensor(TAO),1.67,0x411371980adf712d49212670a9f5c779a2b254db9ec54bbba05a61324a573c1e:000000004908177,(101/30)
Credited Successfully,2025-02-11 02:08:52,TAO,Bittensor(TAO),2.25,0xe2ba6842013afab031706cde4d8e9457dcfc4569f49880700d8f851a442bd29d:000000004900983,(30/30)
Credited Successfully,2025-02-10 14:20:41,TAO,Bittensor(TAO),2.6,0xc641141c4df67d2b717ba6769e7ee63b9bba70a859e6e71044ddf360ad49e30c:000000004897442,(33/30)
Credited Successfully,2025-02-10 02:08:17,TAO,Bittensor(TAO),3.33,0xb7e3d8f0ddd193da4ddef549918c4e982884bf822735d5149f65db69793a0652:000000004893893,(30/30)
Credited Successfully,2025-02-09 02:07:52,TAO,Bittensor(TAO),3.63,0x63815483b19606dd7d21f181e8d710920228359410ff8991552b9751f6d9221b:000000004887051,(33/30)
Credited Successfully,2025-02-08 02:07:53,TAO,Bittensor(TAO),2.21,0x39987b4b8f15e95c32b2673c6eb3b2756f2051bc4cff480270bb13a200ee350e:000000004880212,(30/30)
Credited Successfully,2025-02-07 02:07:44,TAO,Bittensor(TAO),1.46,0x959d02637e5829dcb42deeacae30c72764021e15d289443402d2e3e2c23f6bb8:000000004873350,(30/30)
Credited Successfully,2025-02-06 02:07:43,TAO,Bittensor(TAO),2.04,0x5df2261dd27a247aab3c161fe4717ac01f696060164528aba306c2129ee692c7:000000004866152,(30/30)
Credited Successfully,2025-02-05 02:07:55,TAO,Bittensor(TAO),0.3,0xcb16bc1c7a6453cd4ee14cfe56d438c4851e8b8ee3699f287141cd8ccd9fbd99:000000004858953,(30/30)
Credited Successfully,2025-02-04 12:53:41,TAO,Bittensor(TAO),0.46,0x5872feecbb38826f17657c0e3fbf19770495f468fdcc06bb4bfff3fd4bf7a915:000000004854982,(30/30)
Credited Successfully,2025-02-04 12:52:19,TAO,Bittensor(TAO),11.53,0x5f137fc4b229c3d24b5418e097e6bd5d69b5d5f694d48ea44e0e87b6029aff41:000000004854975,(30/30)
Credited Successfully,2025-02-03 00:02:28,TAO,Bittensor(TAO),1.84,0xa2d446a4f4100342d39db0f5832366023d1f86df2e491baa71b1f2bb8e92b9f1:000000004815759,(28173/30)
Credited Successfully,2025-02-02 18:53:44,TAO,Bittensor(TAO),0.2,0xb1c2d476ee84ce675bff62b197670bd8f2baf716b91d046d5863bb1f597f2733:000000004808714,(33674/30)
Credited Successfully,2025-02-02 18:47:02,TAO,Bittensor(TAO),1.47,0xa23fe521aea8403b469d89d14a9a42531a4133ea04fdcfea33a7cc5410534d1d:000000004808552,(33802/30)
Credited Successfully,2025-02-02 14:00:07,TAO,Bittensor(TAO),0.02,0x28e4cc18259707300902145d6837e3aa40e801c0ffc1a7f0201f40532cf1e641:000000004801720,(49398/30)
Credited Successfully,2025-02-02 13:53:40,TAO,Bittensor(TAO),0.02,0x3516f3f9df1c50b45ef05d025ea55eb39e3041f74bc052ec16290830262e4cc1:000000004801618,(49501/30)
Credited Successfully,2025-02-02 13:41:13,TAO,Bittensor(TAO),1.9,0x69567d0959a42105e4bcc84225cf361f4b33e4d78b1ae5933f95e1f38c8c5c98:000000004801352,(49769/30)
Credited Successfully,2025-01-27 03:25:05,TAO,Bittensor(TAO),1.5,0xa81ce3b7da5ddb17602839b8de17c52d5e5ac7c235ec3a0c5871be6b51a47cde:000000004794540,(30/30)
Credited Successfully,2025-01-26 05:38:41,TAO,Bittensor(TAO),7.71306942,0x7be65bed0ce50f422be16437b4125e83e7534d47bde6f9b78928ab52fd4fbf9a:000000004788009,(30/30)
Credited Successfully,2025-01-24 10:15:39,TAO,Bittensor(TAO),1.33020828,0xf70312fbeb68636f30b8043e83b37ec06dd1a1568ba7b6b7026c21bbb092e24a:000000004758151,(20645/30)
Credited Successfully,2025-01-20 03:36:07,TAO,Bittensor(TAO),1.42411027,0xe6264bb88c56aa03d542385e239b143a1dbb90d16f1feaa62190f3bce61849d1:000000004744197,(32/30)
Credited Successfully,2025-01-20 01:36:43,TAO,Bittensor(TAO),5.38,0x06e1ad3f765f9fede17fda8d24a4f7be7662bbff6e9a7c90aeedd06228e8335a:000000004743600,(30/30)
Credited Successfully,2025-01-17 10:02:52,USDT,Ethereum(ERC20),55099.114712,0x0dcd02e9a21ea5793fd406549abbd128464139142e99eb8f5207caca98ac5e95:8,(96/96)
Credited Successfully,2025-01-13 13:33:17,TAO,Bittensor(TAO),7.5857,0x1710b8b55c49e781b1d4a67da52933b211d20ab600c5d895e8ff92ca9e2825cb:000000004696785,(30/30)
Credited Successfully,2025-01-13 11:42:32,TAO,Bittensor(TAO),0.942,0xf6f66e8e3719ad816918743b6afa4c52a299b94c1b28dea3433c7ef525d51fe4:000000004696231,(30/30)
Credited Successfully,2025-01-02 12:30:40,TAO,Bittensor(TAO),0.5667,0xa9fa276aa744693bcfc12962f7f80f76483811852f93797d34cc0d6ac7cf7274:000000004617273,(31/30)
Credited Successfully,2025-01-02 12:23:41,TAO,Bittensor(TAO),0.75,0x819203d7481aec4f126a6ce5be16029f81991b998c105039d4f41f1686dda73b:000000004617238,(30/30)
Credited Successfully,2024-12-23 15:10:40,USDT,Ethereum(ERC20),1998.20641,0x033cdea737dd919a880ccbb011913ecb264ffc588dfaa0c41dcedfa381551a7e:0,(98/96)
Credited Successfully,2024-12-20 14:59:57,USDT,Ethereum(ERC20),71574.244352,0x7936552e7b07ec56fd201163256576d28b78db3a89ef6568d5a088fa7c9b51f6:0,(97/96)
Credited Successfully,2024-12-20 02:57:30,TAO,Bittensor(TAO),0.6975,0x4d901f6299f64ee5137986696a676b80594be0e1c19e69f55f07ebc171180106:000000004520808,(31/30)
Credited Successfully,2024-12-18 11:08:40,USDT,Ethereum(ERC20),999.719479,0x0bc414881d22f6fa3cdd1209d00f0f5e8d9fa433124e1af84223188a6876b8ed:0,(97/96)
Credited Successfully,2024-12-09 16:39:27,USDT,Ethereum(ERC20),4997.421331,0xcc61b7198e715a49ef2de12197f7c71c99d50989b3c20d6e49952233f1ca4910:0,(97/96)
Credited Successfully,2024-12-04 17:16:16,USDT,Ethereum(ERC20),1735.44,0x1a4e0853094164874a2cbb48308ea8150c2bf58321b3ef6cf4729c9895904cd7:0,(96/96)
Credited Successfully,2024-12-03 14:34:06,TAO,Bittensor(TAO),0.61528047,0xa3000b0192931e76c595846f72a7cf8f08187a9e9099abeec8303a000a46bd9a:000000004401940,(30/30)
Credited Successfully,2024-12-03 14:27:55,TAO,Bittensor(TAO),0.21,0xfc35f47aed3c3025946a19ef147be04563f03c9ad270bf0b9342f2357c69f68c:000000004401909,(30/30)
Credited Successfully,2024-12-03 14:24:05,TAO,Bittensor(TAO),0.361,0x89daa741437db0045de1f225fdadf9e37f2e2c8d92f123573c37becd162de593:000000004401890,(32/30)
Credited Successfully,2024-12-02 17:01:04,BTC,Bitcoin(BTC),0.01050332,3befecaa42e61d06dc53f966cd34ee07ea444ccc6be10803541880c1bc2fcae0:0,(3/3)
Credited Successfully,2024-12-02 16:52:25,BTC,Bitcoin(BTC),0.0050611,d5e4e0bbb36a9dc5f63db9afe837f0f388eb2f6f4605d469a86a416ffe37b8a3:0,(3/3)
Credited Successfully,2024-12-02 16:21:40,USDT,Ethereum(ERC20),922.727,0x711df2c9627b36e5bbe50737a4b872998bc1394963e9f742d5c960443a4f832e:0,(98/96)
Credited Successfully,2024-11-27 14:56:48,BTC,Bitcoin(BTC),0.0119921,944f476983afca7245fba2f088f064447fb656fc3ed9b90f93fe9e469302ff22:0,(3/3)
Credited Successfully,2024-11-27 14:56:43,BTC,Bitcoin(BTC),0.11350488,2cf8e201da12df5e604b3b13228fb4c4a48c2657e7de16e9d31d556d8a38bfca:0,(3/3)
Credited Successfully,2024-11-27 14:23:06,USDC,Ethereum(ERC20),3420.85,INTERNAL00001424124e489dacaa677849226343,(1/1)
Credited Successfully,2024-11-27 14:20:02,USDT,Ethereum(ERC20),11246.028214,0xce421ed7bf24d9928de85ec159f5777b1978a01c79e249239e1b59cd6f05fb5c:0,(99/96)
Credited Successfully,2024-11-27 12:27:17,TAO,Bittensor(TAO),3.735,0x3f5d7e7a26680c60b79be544211e49a52961e0af7da787fb3d9da6df7f6fd70b:000000004358106,(32/30)
Credited Successfully,2024-11-27 12:24:16,TAO,Bittensor(TAO),2.131,0x95cfc4a4aabdd49175df6c411a56d96dfdfa2c0163813154d8ac09d69258dd3d:000000004358091,(31/30)
Credited Successfully,2024-11-15 03:20:30,USDT,Ethereum(ERC20),2999.538671,0x707e473166af381776af0b3f1693e835c478af316bbc4783a1fc31498261eb02:0,(98/96)
Credited Successfully,2024-11-15 02:09:19,TAO,Bittensor(TAO),2.38099079,0x3026955b60532a3ee316912b9ba457aef9d897c64f187f9d97639c50f4c0c521:000000004268908,(31/30)
Credited Successfully,2024-11-11 00:58:20,TAO,Bittensor(TAO),0.55489278,0x7a4c0aeebf862b62d5b4a81880b94995f23a364602ad94c9802d62746ef1b0b8:000000004239897,(31/30)
Credited Successfully,2024-11-07 01:38:08,BTC,Bitcoin(BTC),0.01654275,1921652e0455baddfb54163500f38cfe1d95d73e3cb0a6a1477ded90d72d2709:1,(3/3)
Credited Successfully,2024-10-28 10:21:04,USDT,Ethereum(ERC20),10835.48,0x9c48984c14ad5e6de74b447899544ac0bb4214fe0c81f3a1af94f94583da5b7a:0,(98/96)
Credited Successfully,2024-10-28 08:20:33,TAO,Bittensor(TAO),4.63347394,0x6ccc76689283d4f8c0cd7399126033ef62b59aa5a3097931f32bb7e96784240d:000000004141583,(30/30)
Credited Successfully,2024-10-23 13:18:10,TAO,Bittensor(TAO),8.68086614,0xb0282630ac82eba15f981d98c7c5801f3685b865ad454b71bf0d095f35f00df5:000000004107154,(32/30)
Credited Successfully,2024-10-23 08:47:55,TAO,Bittensor(TAO),5,0x91459f80a37e7c925e166ba7cf33aee227bc9af45a86ccca83b2ffc15ccafa9e:000000004105803,(30/30)
Credited Successfully,2024-10-10 15:54:56,TAO,Bittensor(TAO),12,0xc7ba6e2be89d18d3520cdbc416008e5d00ff07262274611a7fbf15d29a779dcc:000000004014473,(33/30)
Credited Successfully,2024-10-01 11:05:29,TAO,Bittensor(TAO),12.94580095,0x11b336d4f3da82ea57fd3323a6d1280d8e4bddb6fe397ffaaa6456f60faad39a:000000003948251,(30/30)
Credited Successfully,2024-09-27 10:55:30,TAO,Bittensor(TAO),20.19718899,0x1fcde696fea5f22e68cef4ee0a2c3c2c23a3aa73a9205f7f184de1e9ee70e0ce:000000003919408,(30/30)
Credited Successfully,2024-09-21 14:17:08,TAO,Bittensor(TAO),5.44506112,0xe2a29c790daa741cde2cf9b5c8637c02ae20d128901337e7d1571fb953c5bad7:000000003877232,(30/30)
Credited Successfully,2024-09-03 10:19:15,TAO,Bittensor(TAO),19.10688079,0x34b5178e81dd7c48a1901a1517b19d5460b4c16479bb7241340f3bc1a6b31a24:000000003746830,(31/30)
Credited Successfully,2024-08-27 23:50:28,USDC,Ethereum(ERC20),0.019198,0x7cb8d8aa0666a2f42ba91bcd1f2e4e6c4c6f59a38ec20cd54a3a09b8e9f8fae7:0,(96/96)
Credited Successfully,2024-08-27 15:40:30,TAO,Bittensor(TAO),31,0xc425a78c72e7d9c169d0259f1f241e6722d9609b57ce18554e1ca4d682e94071:000000003699005,(30/30)
Credited Successfully,2024-08-27 10:20:16,USDC,Ethereum(ERC20),91989.51559,0x03a0ea80043b7e524d4f59886f1a6676156f2e4c3ba059392132af30ec6ad9e3:19,(97/96)
Credited Successfully,2024-08-27 08:57:16,USDC,Ethereum(ERC20),11022.512863,0x717f0af0e08e2fe8f9b47c0275ab17b95f419f09cd4243848b73159ed9c96fd1:7,(100/96)
Credited Successfully,2024-08-27 08:55:14,USDC,Ethereum(ERC20),74999.172273,0xbb428abc0106c6addd677f01c2e747c45227fafd217254b2368daf628da53f2f:15,(98/96)
Credited Successfully,2024-08-26 18:45:42,USDT,Ethereum(ERC20),0.01839,0x2d6d67e4588668f3892c34be1326de19b2c1b1e61e708e0feac0cf31ce1aa287:0,(99/96)
Credited Successfully,2024-08-26 12:39:17,USDT,Ethereum(ERC20),83904.410437,0x112befe823cb9dc0cce101f744ef9033d9f8e150818cbb94ead5053cc890c0e4:0,(98/96)
Credited Successfully,2024-08-25 08:38:29,USDC,Ethereum(ERC20),0.0125,0x3f036bceb6db5ddecf2a18057f4d41fb7e5128c21c115a6f5fd8dc0755655720:0,(96/96)
Credited Successfully,2024-08-25 08:20:18,USDC,Ethereum(ERC20),25000,0x747eb355ce36ed5245cbbd06bf3a464e63a2c732414bb95611b6b869ff171885:11,(97/96)
Credited Successfully,2024-08-23 13:48:16,USDC,Ethereum(ERC20),49999.504646,0x86c4fb39896fc01fceb86de8739c03628303ed4c3b5adf2a0a1e4b665dd55796:10,(98/96)
Credited Successfully,2024-08-23 13:35:16,USDC,Ethereum(ERC20),999.505862,0x2523ccd83a1a7fc48c2ddce951071dd9950dfac0c76007a462279f72354f4066:11,(100/96)
Credited Successfully,2024-08-22 18:44:15,USDT,Ethereum(ERC20),48696.496383,0xebf339d93a3950290008903b97b8279e8b30cd1946548015e9b1fe5cc3b9f0a4:9,(97/96)
Credited Successfully,2024-08-22 15:12:15,USDT,Ethereum(ERC20),179.423351,0xa36429f9661ed5c8ff596b9a47ec95f911667619f5c5479e3010680cadab45e5:8,(97/96)
Credited Successfully,2024-06-11 08:47:04,USDT,Ethereum(ERC20),258.420472,0xab00e2d776eae4476db8da06e9aa502099f377075911e404774b3c3a7ebb2a83:5,(100/96)
Credited Successfully,2024-05-03 13:36:52,TAO,Bittensor(TAO),13.5619,0x42ccb9a69c01028d7073fd05c8e9ef94fe2922dcfa37737ad607d7f60f1ca62e:000000002877409,(30/30)
Credited Successfully,2024-05-02 11:03:51,TAO,Bittensor(TAO),11.715,0xa2a63604b319721b1f77cdd9c1c72ca765adda57e43a5caa864cc1f80bbfe57f:000000002869468,(30/30)
Credited Successfully,2024-04-29 11:58:52,TAO,Bittensor(TAO),8.3742629,0xda0cff26476e3c4f056fcef29c1a267bfa4f75a127094c41a2eddd6c5467243b:000000002848641,(30/30)
Credited Successfully,2024-04-25 14:12:40,TAO,Bittensor(TAO),2.3,0x3a404ef96702bc4bc1d653abcd8288cb6a2d51c7a43ad4dc6a11f7f7f9846d8e:000000002824273,(32/30)
Credited Successfully,2024-04-25 13:26:20,TAO,Bittensor(TAO),8.7,0xb5e8f124f2a0bc52cc4b66009004c12294819bc11f3ab46161ac7dde040a23e1:000000002824075,(37/30)
Credited Successfully,2024-04-11 09:06:14,USDT,Ethereum(ERC20),779.603097,0x06702b50f8c242a65d178fc2100d7ab3c55f5a16f7bf4c6badb2d7de8ab3386b:18,(64/64)
